"('R Sharma', 'AD Mascarenhas')","[1, 0, 0, 0, 0, 0, 0, 1]"
"('UBT Chand', 'R Vinay Kumar')","[6, 5, 0, 0, 1, 0, 1, 1]"
"('RS Bopara', 'TG Southee')","[0, 2, 0, 0, 0, 0, 0, 0]"
"('YK Pathan', 'KK Cooper')","[3, 2, 0, 0, 0, 0, 0, 1]"
"('AA Jhunjhunwala', 'BW Hilfenhaus')","[0, 1, 0, 0, 0, 0, 0, 0]"
"('MM Sharma', 'J Yadav')","[3, 1, 0, 0, 1, 0, 1, 0]"
"('J Syed Mohammad', 'UT Yadav')","[3, 2, 0, 0, 2, 0, 0, 1]"
"('RA Jadeja', 'KC Cariappa')","[1, 3, 1, 0, 0, 0, 0, 1]"
"('Mandeep Singh', 'CR Woakes')","[3, 1, 1, 0, 1, 0, 1, 0]"
"('BB McCullum', 'JJ Bumrah')","[13, 4, 1, 0, 5, 0, 2, 1]"
"('MS Bisla', 'R Ashwin')","[8, 12, 2, 0, 3, 0, 4, 0]"
"('AL Menaria', 'IK Pathan')","[4, 0, 0, 0, 0, 0, 1, 1]"
"('GH Vihari', 'R Vinay Kumar')","[5, 6, 2, 0, 3, 0, 0, 0]"
"('JH Kallis', 'Sohail Tanvir')","[4, 1, 0, 0, 0, 0, 0, 0]"
"('CM Gautam', 'DW Steyn')","[0, 1, 0, 0, 0, 0, 0, 0]"
"('KD Karthik', 'SM Pollock')","[3, 3, 2, 0, 0, 0, 0, 1]"
"('DA Miller', 'TG Southee')","[3, 1, 0, 0, 1, 0, 1, 0]"
"('JC Buttler', 'SN Thakur')","[0, 0, 1, 0, 2, 0, 0, 0]"
"('Ishan Kishan', 'K Rabada')","[1, 1, 0, 0, 0, 0, 0, 0]"
"('G Gambhir', 'CK Langeveldt')","[3, 2, 0, 0, 0, 0, 0, 1]"
"('Harmeet Singh', 'SP Narine')","[2, 0, 0, 0, 1, 0, 0, 1]"
"('MK Tiwary', 'Mohammed Siraj')","[0, 1, 0, 0, 1, 0, 0, 0]"
"('DR Smith', 'PV Tambe')","[2, 5, 1, 0, 2, 0, 0, 0]"
"('S Rana', 'IK Pathan')","[1, 0, 0, 0, 1, 0, 0, 0]"
"('MS Dhoni', 'S Sreesanth')","[3, 5, 1, 0, 0, 0, 0, 1]"
"('S Vidyut', 'GD McGrath')","[5, 6, 0, 0, 2, 0, 0, 1]"
"('RA Tripathi', 'I Sharma')","[1, 1, 1, 0, 2, 0, 0, 0]"
"('PP Chawla', 'RJ Harris')","[1, 2, 0, 0, 0, 0, 0, 0]"
"('LA Pomersbach', 'RG Sharma')","[2, 2, 0, 0, 0, 0, 0, 0]"
"('FY Fazal', 'J Theron')","[5, 4, 0, 0, 2, 0, 0, 0]"
"('JP Faulkner', 'MA Starc')","[2, 2, 2, 0, 2, 0, 1, 0]"
"('V Kohli', 'RN ten Doeschate')","[0, 1, 0, 0, 1, 0, 0, 0]"
"('WP Saha', 'Shakib Al Hasan')","[7, 7, 2, 0, 0, 0, 1, 0]"
"('N Rana', 'TS Mills')","[1, 2, 0, 0, 1, 0, 0, 0]"
"('Karanveer Singh', 'MA Starc')","[3, 1, 1, 0, 0, 0, 0, 1]"
"('CA Ingram', 'Yuvraj Singh')","[3, 1, 1, 0, 1, 0, 0, 0]"
"('KA Pollard', 'A Zampa')","[1, 3, 0, 0, 1, 0, 1, 1]"
"('M Vijay', 'R Rampaul')","[5, 3, 0, 0, 0, 0, 0, 2]"
"('MK Tiwary', 'Harmeet Singh')","[4, 4, 0, 0, 1, 0, 0, 0]"
"('BR Dunk', 'AB Dinda')","[1, 1, 1, 0, 2, 0, 0, 0]"
"('CM Gautam', 'L Balaji')","[1, 1, 1, 0, 0, 0, 0, 0]"
"('M Manhas', 'BJ Hodge')","[3, 1, 0, 0, 0, 0, 0, 1]"
"('SR Tendulkar', 'GD McGrath')","[2, 1, 0, 0, 2, 0, 0, 0]"
"('SK Raina', 'VS Yeligati')","[1, 1, 0, 0, 2, 0, 0, 0]"
"('M Vohra', 'Imran Tahir')","[7, 4, 0, 0, 1, 0, 0, 2]"
"('JA Morkel', 'RA Jadeja')","[3, 1, 0, 0, 1, 0, 1, 0]"
"('PP Chawla', 'FY Fazal')","[0, 2, 0, 0, 0, 0, 0, 0]"
"('SN Khan', 'NLTC Perera')","[0, 0, 1, 0, 0, 0, 0, 0]"
"('DPMD Jayawardene', 'V Kohli')","[1, 3, 0, 0, 1, 0, 0, 0]"
"('AT Rayudu', 'SR Watson')","[19, 10, 3, 0, 6, 0, 0, 4]"
"('YK Pathan', 'SL Malinga')","[17, 26, 3, 0, 9, 0, 1, 0]"
"('Ankit Soni', 'JD Unadkat')","[1, 0, 0, 0, 0, 0, 0, 1]"
"('PC Valthaty', 'Z Khan')","[9, 3, 1, 0, 4, 0, 0, 1]"
"('VVS Laxman', 'JD Ryder')","[1, 0, 0, 0, 0, 0, 0, 1]"
"('AB de Villiers', 'SW Tait')","[6, 1, 0, 0, 0, 0, 0, 0]"
"('WD Parnell', 'JH Kallis')","[0, 3, 0, 0, 0, 0, 0, 0]"
"('AD Russell', 'MG Johnson')","[4, 2, 0, 0, 3, 0, 0, 1]"
"('CH Gayle', 'I Sharma')","[5, 0, 0, 0, 2, 0, 2, 1]"
"('DL Vettori', 'IK Pathan')","[5, 1, 0, 0, 0, 0, 1, 1]"
"('DT Christian', 'CR Woakes')","[1, 2, 0, 0, 0, 0, 2, 0]"
"('KP Pietersen', 'PJ Sangwan')","[2, 2, 1, 0, 0, 0, 0, 1]"
"('MD Mishra', 'AG Murtaza')","[2, 0, 0, 0, 1, 0, 0, 1]"
"('DB Das', 'WD Parnell')","[4, 3, 2, 0, 0, 0, 0, 0]"
"('F du Plessis', 'D Wiese')","[3, 8, 0, 0, 2, 0, 1, 0]"
"('BB McCullum', 'Parvez Rasool')","[3, 0, 0, 0, 1, 0, 1, 0]"
"('S Badrinath', 'SW Tait')","[2, 1, 0, 0, 0, 0, 0, 1]"
"('AT Rayudu', 'R Vinay Kumar')","[10, 7, 1, 0, 2, 0, 2, 2]"
"('A Mishra', 'AB Dinda')","[4, 8, 1, 0, 2, 0, 0, 1]"
"('DJ Bravo', 'CH Gayle')","[0, 1, 0, 0, 0, 0, 1, 0]"
"('MEK Hussey', 'MJ McClenaghan')","[5, 2, 0, 0, 1, 0, 0, 1]"
"('DJ Hussey', 'ST Jayasuriya')","[5, 1, 0, 0, 1, 0, 0, 1]"
"('V Sehwag', 'BW Hilfenhaus')","[13, 3, 1, 0, 2, 0, 1, 2]"
