38.53,116.78,0,41.410511573526804,9.64477522940443,0.0
60.57,151.42,0,41.410511573526804,9.64477522940443,0.0
60.57,151.42,0,29.7,8.36,0.14285714285714285
38.53,116.78,0,29.7,8.36,0.027777777777777776
60.57,151.42,0,27.63,7.12,0.038461538461538464
38.53,116.78,0,27.63,7.12,0.0
38.53,116.78,0,33.0,5.5,0.058823529411764705
60.57,151.42,0,33.0,5.5,0.0
38.53,116.78,0,23.4,9.0,0.029411764705882353
60.57,151.42,0,23.4,9.0,0.041666666666666664
38.53,116.78,0,24.81,7.72,0.0
60.57,151.42,0,24.81,7.72,0.04
51.57274053887669,146.20240425846404,0,29.7,8.36,0.3333333333333333
51.57274053887669,146.20240425846404,0,27.63,7.12,0.0
13.6,98.55,0,29.7,8.36,0.0
13.6,98.55,0,23.4,9.0,0.13333333333333333
38.53,116.78,0,19.4,7.97,0.2
15.16,115.18,0,19.4,7.97,0.0
44.11,146.49,0,23.4,9.0,0.0
15.16,115.18,0,23.4,9.0,0.0
26.26,136.33,0,0.0,8.5,0.0
38.53,121.89,0,0.0,8.5,0.03333333333333333
26.26,136.33,0,21.3,7.42,0.0
38.53,121.89,0,21.3,7.42,0.0
26.26,136.33,0,44.55,7.78,0.0
38.53,121.89,0,44.55,7.78,0.02631578947368421
31.0,135.51,0,44.55,7.78,0.125
26.26,136.33,0,0.0,10.46,0.0
31.0,135.51,0,0.0,10.46,0.08333333333333333
26.26,136.33,0,34.58,7.98,0.05555555555555555
31.0,135.51,0,34.58,7.98,0.0
26.85,164.91,0,34.58,7.98,0.0
31.0,135.51,0,0.0,8.5,0.0
26.85,164.91,0,0.0,8.5,0.0
31.0,135.51,0,40.33,8.64,0.0
26.85,164.91,0,40.33,8.64,0.0
26.85,164.91,0,42.97478588153433,8.525442795613536,0.25
31.0,135.51,0,42.97478588153433,8.525442795613536,0.0
31.0,135.51,0,21.3,7.42,0.125
72.2,145.56,0,21.3,7.42,0.14285714285714285
72.2,145.56,0,44.55,7.78,0.058823529411764705
26.0,127.27,0,21.3,7.42,0.0
26.45,112.35,0,24.4,7.32,0.11764705882352941
22.0,137.5,0,24.4,7.32,0.5
26.45,112.35,0,48.74366712141631,8.781019667504365,0.0
35.7,120.2,0,24.4,7.32,0.0
5.0,69.76,0,48.74366712141631,8.781019667504365,0.0
35.7,120.2,0,48.74366712141631,8.781019667504365,0.0
5.0,69.76,0,24.4,7.32,0.2
35.7,120.2,0,31.3,8.39,0.0
24.75,130.26,0,31.3,8.39,0.0
35.7,120.2,0,29.84,8.11,0.13333333333333333
49.13916671126046,142.02280892148144,0,29.84,8.11,0.0
24.75,130.26,0,29.84,8.11,0.0
49.13916671126046,142.02280892148144,0,0.0,8.88,0.0
24.75,130.26,0,0.0,8.88,1.0
