"('S Badrinath', 1)","[0.38392857142857145, 0.4017857142857143, 0.044642857142857144, 0.0, 0.13392857142857142, 0.0, 0.03571428571428571, 0.03571428571428571]"
"('S Badrinath', 'SL Malinga')","[0.4864864864864865, 0.35135135135135137, 0.0, 0.0, 0.16216216216216217, 0.0, 0.0, 0.02702702702702703]"
"('S Anirudha', 'SL Malinga')","[0.5, 0.16666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0, 0.0, 0.0]"
"('S Anirudha', 1)","[0.5625, 0.25, 0.0, 0.0, 0.0, 0.0, 0.1875, 0.0]"
"('S Anirudha', 5)","[0.7142857142857143, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857]"
"(0, 5)","[0.34942084942084944, 0.41312741312741313, 0.06756756756756757, 0.003861003861003861, 0.0945945945945946, 0.0, 0.07142857142857142, 0.02895752895752896]"
"('Joginder Sharma', 5)","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"('S Randiv', 'SL Malinga')","[0.75, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.25]"
"('DE Bollinger', 'SL Malinga')","[0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]"
"(1, 5)","[0.40731504571903576, 0.35910224438902744, 0.07065669160432253, 0.0033250207813798837, 0.11305070656691604, 0.0008312551953449709, 0.0457190357439734, 0.03906899418121363]"
"(1, 2)","[0.3890811226451365, 0.39138792772010766, 0.06651287966166859, 0.002306805074971165, 0.10957324106113034, 0.0, 0.041138023836985775, 0.0461361014994233]"
"(0, 0)","[0.35645355850422195, 0.3673100120627262, 0.08443908323281062, 0.005428226779252111, 0.11459589867310012, 0.0, 0.07177322074788903, 0.06936067551266586]"
"(4, 3)","[0.3717398481346979, 0.3872565203037306, 0.06932981181908221, 0.003301419610432486, 0.1175305381313965, 0.0009904258831297458, 0.04985143611753054, 0.04357873885770881]"
"('AC Gilchrist', 'B Lee')","[0.4642857142857143, 0.32142857142857145, 0.03571428571428571, 0.0, 0.14285714285714285, 0.0, 0.03571428571428571, 0.0]"
"('PC Valthaty', 'B Lee')","[0.7, 0.1, 0.1, 0.0, 0.1, 0.0, 0.0, 0.1]"
"('AC Gilchrist', 'JH Kallis')","[0.3953488372093023, 0.37209302325581395, 0.046511627906976744, 0.0, 0.13953488372093023, 0.0, 0.046511627906976744, 0.0]"
"('PC Valthaty', 'JH Kallis')","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"(4, 'JH Kallis')","[0.3713850837138508, 0.4063926940639269, 0.0547945205479452, 0.0015220700152207, 0.1263318112633181, 0.0, 0.0395738203957382, 0.0410958904109589]"
"('AC Gilchrist', 0)","[0.4588744588744589, 0.2943722943722944, 0.03896103896103896, 0.004329004329004329, 0.1471861471861472, 0.0, 0.05627705627705628, 0.04329004329004329]"
"(5, 'JH Kallis')","[0.4594594594594595, 0.32432432432432434, 0.08108108108108109, 0.0, 0.13513513513513514, 0.0, 0.0, 0.05405405405405406]"
"(5, 'L Balaji')","[0.40625, 0.3125, 0.078125, 0.0, 0.171875, 0.0, 0.03125, 0.046875]"
"(4, 'L Balaji')","[0.39015151515151514, 0.3768939393939394, 0.06060606060606061, 0.0, 0.11931818181818182, 0.0, 0.05303030303030303, 0.04924242424242424]"
"('DJ Hussey', 2)","[0.3735632183908046, 0.4367816091954023, 0.08620689655172414, 0.0, 0.07471264367816093, 0.0, 0.028735632183908046, 0.04597701149425287]"
"('DJ Hussey', 'L Balaji')","[0.25, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0]"
"('DJ Hussey', 'B Lee')","[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"(4, 'B Lee')","[0.4548611111111111, 0.2708333333333333, 0.0798611111111111, 0.0, 0.14930555555555555, 0.0, 0.04513888888888889, 0.027777777777777776]"
"('P Dogra', 2)","[0.5, 0.4642857142857143, 0.03571428571428571, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285]"
"('AD Mascarenhas', 2)","[0.2916666666666667, 0.5416666666666666, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0, 0.08333333333333333]"
"('P Dogra', 'B Lee')","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"('AD Mascarenhas', 'B Lee')","[0.5, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0]"
"('P Dogra', 0)","[0.5625, 0.34375, 0.0625, 0.0, 0.0, 0.0, 0.03125, 0.03125]"
"(2, 'L Balaji')","[0.4421052631578947, 0.29473684210526313, 0.11578947368421053, 0.0, 0.09473684210526316, 0.0, 0.05263157894736842, 0.09473684210526316]"
"('AC Gilchrist', 'L Balaji')","[0.5161290322580645, 0.22580645161290322, 0.03225806451612903, 0.0, 0.16129032258064516, 0.0, 0.06451612903225806, 0.0]"
"(4, 'AD Mascarenhas')","[0.46296296296296297, 0.2962962962962963, 0.12037037037037036, 0.009259259259259259, 0.07407407407407407, 0.0, 0.037037037037037035, 0.06481481481481481]"
"(4, 'Harmeet Singh')","[0.32432432432432434, 0.42567567567567566, 0.10135135135135136, 0.0, 0.11486486486486487, 0.0, 0.033783783783783786, 0.0472972972972973]"
"('MS Bisla', 0)","[0.5775862068965517, 0.2413793103448276, 0.034482758620689655, 0.0, 0.13793103448275862, 0.0, 0.008620689655172414, 0.07758620689655173]"
"('MS Bisla', 'AD Mascarenhas')","[0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.0, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0]"
"('MS Bisla', 'Harmeet Singh')","[0.42857142857142855, 0.38095238095238093, 0.047619047619047616, 0.0, 0.09523809523809523, 0.0, 0.047619047619047616, 0.0]"
"('JH Kallis', 0)","[0.4355400696864111, 0.3832752613240418, 0.06968641114982578, 0.013937282229965157, 0.09059233449477352, 0.0, 0.006968641114982578, 0.041811846689895474]"
"('JH Kallis', 'BA Bhatt')","[0.4482758620689655, 0.3448275862068966, 0.034482758620689655, 0.0, 0.13793103448275862, 0.0, 0.034482758620689655, 0.06896551724137931]"
"(4, 'BA Bhatt')","[0.2909090909090909, 0.4636363636363636, 0.06363636363636363, 0.0, 0.13636363636363635, 0.0, 0.045454545454545456, 0.01818181818181818]"
"('JH Kallis', 'AD Mascarenhas')","[0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0]"
"('RS Bopara', 5)","[0.3404255319148936, 0.40425531914893614, 0.0425531914893617, 0.0, 0.14893617021276595, 0.0, 0.06382978723404255, 0.0425531914893617]"
"('MS Bisla', 5)","[0.6666666666666666, 0.1746031746031746, 0.015873015873015872, 0.0, 0.09523809523809523, 0.0, 0.047619047619047616, 0.031746031746031744]"
"('RS Bopara', 1)","[0.3148148148148148, 0.37037037037037035, 0.12962962962962962, 0.018518518518518517, 0.12962962962962962, 0.0, 0.037037037037037035, 0.0]"
"('MS Bisla', 1)","[0.5945945945945946, 0.21621621621621623, 0.013513513513513514, 0.013513513513513514, 0.14864864864864866, 0.0, 0.013513513513513514, 0.02702702702702703]"
"('RS Bopara', 'JH Kallis')","[0.21739130434782608, 0.5652173913043478, 0.0, 0.043478260869565216, 0.13043478260869565, 0.0, 0.043478260869565216, 0.043478260869565216]"
"('MS Bisla', 'JH Kallis')","[0.5454545454545454, 0.18181818181818182, 0.045454545454545456, 0.0, 0.13636363636363635, 0.0, 0.09090909090909091, 0.045454545454545456]"
"('MS Bisla', 'A Kumble')","[0.35294117647058826, 0.47058823529411764, 0.11764705882352941, 0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705]"
"('RS Bopara', 'A Kumble')","[0.3333333333333333, 0.5333333333333333, 0.06666666666666667, 0.0, 0.03333333333333333, 0.0, 0.03333333333333333, 0.0]"
"('DPMD Jayawardene', 1)","[0.4766355140186916, 0.3644859813084112, 0.018691588785046728, 0.0, 0.11214953271028037, 0.0, 0.028037383177570093, 0.018691588785046728]"
"('DPMD Jayawardene', 'A Kumble')","[0.23076923076923078, 0.38461538461538464, 0.15384615384615385, 0.0, 0.15384615384615385, 0.0, 0.07692307692307693, 0.0]"
"('DPMD Jayawardene', 5)","[0.44537815126050423, 0.33613445378151263, 0.06722689075630252, 0.008403361344537815, 0.13445378151260504, 0.0, 0.008403361344537815, 0.058823529411764705]"
"('DPMD Jayawardene', 'JH Kallis')","[0.4523809523809524, 0.35714285714285715, 0.09523809523809523, 0.0, 0.09523809523809523, 0.0, 0.0, 0.0]"
"('JH Kallis', 1)","[0.39779005524861877, 0.35359116022099446, 0.06629834254143646, 0.0, 0.16022099447513813, 0.0, 0.022099447513812154, 0.03867403314917127]"
"(4, 'S Sreesanth')","[0.46887966804979253, 0.27385892116182575, 0.07053941908713693, 0.0, 0.12863070539419086, 0.0, 0.058091286307053944, 0.02074688796680498]"
"('JH Kallis', 'S Sreesanth')","[0.6333333333333333, 0.23333333333333334, 0.03333333333333333, 0.0, 0.1, 0.0, 0.0, 0.0]"
"(4, 'YA Abdulla')","[0.4625, 0.2625, 0.075, 0.0, 0.1375, 0.0, 0.0625, 0.0625]"
"('JH Kallis', 'YA Abdulla')","[0.5, 0.25, 0.041666666666666664, 0.0, 0.16666666666666666, 0.0, 0.041666666666666664, 0.041666666666666664]"
"('JH Kallis', 2)","[0.4024390243902439, 0.3853658536585366, 0.04390243902439024, 0.0, 0.14146341463414633, 0.0, 0.026829268292682926, 0.03170731707317073]"
"('JH Kallis', 'RS Bopara')","[0.4, 0.4, 0.1, 0.0, 0.1, 0.0, 0.0, 0.0]"
"('ST Jayasuriya', 'GD McGrath')","[0.5454545454545454, 0.2727272727272727, 0.0, 0.0, 0.18181818181818182, 0.0, 0.0, 0.0]"
"('SR Tendulkar', 'GD McGrath')","[0.4, 0.2, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0]"
"('ST Jayasuriya', 'B Geeves')","[0.3, 0.2, 0.0, 0.0, 0.4, 0.0, 0.1, 0.0]"
"('SR Tendulkar', 'B Geeves')","[0.4, 0.4, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0]"
"('SR Tendulkar', 'MF Maharoof')","[0.3888888888888889, 0.3333333333333333, 0.0, 0.0, 0.2777777777777778, 0.0, 0.0, 0.0]"
"('ST Jayasuriya', 'MF Maharoof')","[0.6470588235294118, 0.23529411764705882, 0.0, 0.0, 0.058823529411764705, 0.0, 0.058823529411764705, 0.058823529411764705]"
"('SR Tendulkar', 'VY Mahesh')","[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
"('ST Jayasuriya', 'VY Mahesh')","[0.3076923076923077, 0.23076923076923078, 0.0, 0.0, 0.23076923076923078, 0.0, 0.23076923076923078, 0.07692307692307693]"
"(4, 'VY Mahesh')","[0.390625, 0.453125, 0.015625, 0.0, 0.09375, 0.0, 0.046875, 0.0625]"
"(4, 'MF Maharoof')","[0.5, 0.2727272727272727, 0.06060606060606061, 0.0, 0.10606060606060606, 0.0, 0.06060606060606061, 0.09090909090909091]"
"('ST Jayasuriya', 0)","[0.5, 0.22727272727272727, 0.06818181818181818, 0.022727272727272728, 0.11363636363636363, 0.0, 0.06818181818181818, 0.09090909090909091]"
"(4, 'B Geeves')","[0.09090909090909091, 0.36363636363636365, 0.0, 0.0, 0.5454545454545454, 0.0, 0.0, 0.09090909090909091]"
"('AM Nayar', 0)","[0.4666666666666667, 0.4, 0.05555555555555555, 0.011111111111111112, 0.05555555555555555, 0.0, 0.011111111111111112, 0.06666666666666667]"
"('AM Nayar', 'B Geeves')","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"('SM Pollock', 'B Geeves')","[0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"('SM Pollock', 0)","[0.4666666666666667, 0.4, 0.0, 0.0, 0.06666666666666667, 0.0, 0.06666666666666667, 0.0]"
"('SM Pollock', 'GD McGrath')","[0.2222222222222222, 0.3333333333333333, 0.2222222222222222, 0.0, 0.2222222222222222, 0.0, 0.0, 0.0]"
"(4, 'GD McGrath')","[0.2727272727272727, 0.4772727272727273, 0.022727272727272728, 0.0, 0.13636363636363635, 0.0, 0.09090909090909091, 0.022727272727272728]"
"('SM Pollock', 'MF Maharoof')","[0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]"
"('SD Chitnis', 'MF Maharoof')","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"('SD Chitnis', 'GD McGrath')","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"('SD Chitnis', 'VY Mahesh')","[0.4, 0.4, 0.2, 0.0, 0.0, 0.0, 0.0, 0.2]"
"('PR Shah', 'VY Mahesh')","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"(4, 'SM Pollock')","[0.5769230769230769, 0.2692307692307692, 0.07692307692307693, 0.0, 0.038461538461538464, 0.0, 0.038461538461538464, 0.07692307692307693]"
"('V Sehwag', 'SM Pollock')","[0.14285714285714285, 0.14285714285714285, 0.0, 0.0, 0.42857142857142855, 0.0, 0.2857142857142857, 0.0]"
"('V Sehwag', 0)","[0.3860182370820669, 0.3130699088145897, 0.060790273556231005, 0.0, 0.18541033434650456, 0.0, 0.0547112462006079, 0.0668693009118541]"
"(4, 'A Nel')","[0.4, 0.26666666666666666, 0.06666666666666667, 0.0, 0.13333333333333333, 0.0, 0.13333333333333333, 0.06666666666666667]"
"('MK Tiwary', 0)","[0.4036144578313253, 0.4036144578313253, 0.03313253012048193, 0.0, 0.12048192771084337, 0.0030120481927710845, 0.03614457831325301, 0.03313253012048193]"
"('MK Tiwary', 'A Nel')","[0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0]"
"('MK Tiwary', 'ST Jayasuriya')","[0.2222222222222222, 0.5555555555555556, 0.1111111111111111, 0.0, 0.1111111111111111, 0.0, 0.0, 0.0]"
"(4, 'ST Jayasuriya')","[0.2236842105263158, 0.4605263157894737, 0.10526315789473684, 0.0, 0.11842105263157894, 0.0, 0.09210526315789473, 0.02631578947368421]"
"('TM Dilshan', 0)","[0.5564516129032258, 0.28225806451612906, 0.04032258064516129, 0.0, 0.11290322580645161, 0.0, 0.008064516129032258, 0.04032258064516129]"
"('MK Tiwary', 'SM Pollock')","[0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
"('MF Maharoof', 0)","[0.4375, 0.25, 0.0, 0.0, 0.3125, 0.0, 0.0, 0.125]"
"('MF Maharoof', 'ST Jayasuriya')","[0.375, 0.375, 0.125, 0.0, 0.125, 0.0, 0.0, 0.0]"
"(1, 'GD McGrath')","[0.5, 0.375, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0]"
"('SP Fleming', 'GD McGrath')","[0.7, 0.2, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0]"
"('SP Fleming', 'Mohammad Asif')","[0.5555555555555556, 0.1111111111111111, 0.2222222222222222, 0.0, 0.1111111111111111, 0.0, 0.0, 0.1111111111111111]"
"(1, 'Mohammad Asif')","[0.45454545454545453, 0.2727272727272727, 0.09090909090909091, 0.0, 0.18181818181818182, 0.0, 0.0, 0.09090909090909091]"
"('SP Fleming', 'VY Mahesh')","[0.45454545454545453, 0.18181818181818182, 0.0, 0.0, 0.36363636363636365, 0.0, 0.0, 0.09090909090909091]"
"('S Vidyut', 'VY Mahesh')","[0.3333333333333333, 0.25, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.0, 0.08333333333333333, 0.0]"
"(1, 'VY Mahesh')","[0.37037037037037035, 0.14814814814814814, 0.1111111111111111, 0.0, 0.2222222222222222, 0.0, 0.14814814814814814, 0.0]"
"('S Vidyut', 1)","[0.6, 0.24, 0.0, 0.0, 0.16, 0.0, 0.0, 0.12]"
"(1, 1)","[0.38293650793650796, 0.3878968253968254, 0.06845238095238096, 0.006944444444444444, 0.0873015873015873, 0.000992063492063492, 0.06547619047619048, 0.03968253968253968]"
"('S Vidyut', 'Shoaib Malik')","[0.2, 0.4, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0]"
"(1, 'Shoaib Malik')","[0.5714285714285714, 0.2857142857142857, 0.0, 0.0, 0.14285714285714285, 0.0, 0.0, 0.14285714285714285]"
"(1, 'V Sehwag')","[0.16666666666666666, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666]"
"(4, 'V Sehwag')","[0.34615384615384615, 0.38461538461538464, 0.0, 0.0, 0.15384615384615385, 0.0, 0.11538461538461539, 0.0]"
"('S Vidyut', 'V Sehwag')","[0.2, 0.2, 0.2, 0.0, 0.2, 0.0, 0.2, 0.0]"
"(4, 'Mohammad Asif')","[0.26666666666666666, 0.5333333333333333, 0.1, 0.0, 0.06666666666666667, 0.0, 0.03333333333333333, 0.06666666666666667]"
"('S Vidyut', 'Mohammad Asif')","[0.2727272727272727, 0.36363636363636365, 0.0, 0.0, 0.36363636363636365, 0.0, 0.0, 0.0]"
"('S Vidyut', 'GD McGrath')","[0.38461538461538464, 0.46153846153846156, 0.0, 0.0, 0.15384615384615385, 0.0, 0.0, 0.07692307692307693]"
"(0, 'GD McGrath')","[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5]"
"(0, 'VY Mahesh')","[0.5, 0.375, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0625]"
"(0, 'Mohammad Asif')","[0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
"('S Badrinath', 2)","[0.45774647887323944, 0.3732394366197183, 0.07042253521126761, 0.0, 0.07746478873239436, 0.0, 0.02112676056338028, 0.035211267605633804]"
"(4, 'M Ntini')","[0.4375, 0.375, 0.0, 0.0, 0.15625, 0.0, 0.03125, 0.03125]"
"('V Sehwag', 'M Ntini')","[0.6, 0.2, 0.0, 0.0, 0.1, 0.0, 0.1, 0.0]"
"('V Sehwag', 'MS Gony')","[0.30434782608695654, 0.30434782608695654, 0.08695652173913043, 0.043478260869565216, 0.17391304347826086, 0.0, 0.08695652173913043, 0.08695652173913043]"
"(4, 'MS Gony')","[0.41875, 0.309375, 0.04375, 0.0, 0.153125, 0.0, 0.075, 0.03125]"
"('V Sehwag', 'Joginder Sharma')","[0.26666666666666666, 0.13333333333333333, 0.13333333333333333, 0.0, 0.4, 0.0, 0.06666666666666667, 0.06666666666666667]"
"(4, 'M Muralitharan')","[0.41523809523809524, 0.4, 0.06285714285714286, 0.0019047619047619048, 0.07428571428571429, 0.0, 0.045714285714285714, 0.0380952380952381]"
"('V Sehwag', 'M Muralitharan')","[0.4444444444444444, 0.3888888888888889, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0, 0.05555555555555555]"
"('V Sehwag', 2)","[0.41254125412541254, 0.30033003300330036, 0.056105610561056105, 0.0, 0.1782178217821782, 0.0, 0.052805280528052806, 0.0462046204620462]"
