40.57,135.23,16.0,177.77,1,49.23237770249874,8.571715249254575,6,0
16.0,177.77,40.57,135.23,1,49.23237770249874,8.571715249254575,6,0
9.0,108.0,22.7,151.33,0,40.66,7.17,6,0
22.7,151.33,9.0,108.0,0,40.66,7.17,6,0
13.76,133.58,64.87562438662789,148.96643499021357,0,43.282620934138365,9.978128192853845,6,0
64.87562438662789,148.96643499021357,13.76,133.58,0,43.282620934138365,9.978128192853845,6,0
44.45,132.88,33.86801230426833,144.19424458437152,1,50.03378627147532,9.928181352474976,6,0
33.86801230426833,144.19424458437152,44.45,132.88,1,50.03378627147532,9.928181352474976,6,0
54.58397604705931,142.48236786150954,56.61032537044713,141.82892158851777,0,33.7,7.71,6,0
56.61032537044713,141.82892158851777,54.58397604705931,142.48236786150954,0,33.7,7.71,6,0
60.060904889613944,141.8931396000791,44.45,132.88,1,49.33,9.86,0,0
44.45,132.88,60.060904889613944,141.8931396000791,1,49.33,9.86,0,0
31.8,118.65,48.63279689495537,141.2421693262431,0,40.439497521192244,8.571511833125516,0,0
48.63279689495537,141.2421693262431,31.8,118.65,0,40.439497521192244,8.571511833125516,0,0
37.659135570241304,146.30326233172266,47.58374205763455,145.6544275089149,0,40.08132319473389,8.237811980732976,6,0
47.58374205763455,145.6544275089149,37.659135570241304,146.30326233172266,0,40.08132319473389,8.237811980732976,6,0
26.85,164.91,22.8,107.54,1,19.63,7.4,18,0
22.8,107.54,26.85,164.91,1,19.63,7.4,18,0
30.36,120.14,30.66,109.52,1,24.25,8.58,0,0
30.66,109.52,30.36,120.14,1,24.25,8.58,0,0
38.53,116.78,24.6,117.14,1,0.0,8.88,0,0
24.6,117.14,38.53,116.78,1,0.0,8.88,0,0
8.0,123.07,15.85,144.15,0,50.17911218019907,9.358186212354054,6,0
15.85,144.15,8.0,123.07,0,50.17911218019907,9.358186212354054,6,0
34.84,124.45,55.49298228452419,142.84431790772544,1,47.98803988477861,9.762701835855513,6,0
55.49298228452419,142.84431790772544,34.84,124.45,1,47.98803988477861,9.762701835855513,6,0
81.08,152.03,24.28,120.56,0,31.9,7.25,12,0
24.28,120.56,81.08,152.03,0,31.9,7.25,12,0
37.911264860021305,145.81426013939347,53.169405675112614,140.29286107272833,1,48.77757188965186,9.35289670033278,6,0
53.169405675112614,140.29286107272833,37.911264860021305,145.81426013939347,1,48.77757188965186,9.35289670033278,6,0
23.0,122.9,19.0,103.63,1,49.98019572993096,8.365167467943172,0,0
19.0,103.63,23.0,122.9,1,49.98019572993096,8.365167467943172,0,0
8.0,100.0,16.1,122.9,1,31.5,6.3,18,0
16.1,122.9,8.0,100.0,1,31.5,6.3,18,0
38.2,122.43,38.53,116.78,0,42.51458336322636,8.090622212822696,6,0
38.53,116.78,38.2,122.43,0,42.51458336322636,8.090622212822696,6,0
33.86801230426833,144.19424458437152,60.060904889613944,141.8931396000791,1,48.77757188965186,9.35289670033278,0,0
60.060904889613944,141.8931396000791,33.86801230426833,144.19424458437152,1,48.77757188965186,9.35289670033278,0,0
43.63,126.64,46.00929797532739,145.26465809372138,0,44.270346959589695,8.73734021487896,0,0
46.00929797532739,145.26465809372138,43.63,126.64,0,44.270346959589695,8.73734021487896,0,0
44.45,132.88,56.61032537044713,141.82892158851777,0,0.0,8.5,6,0
56.61032537044713,141.82892158851777,44.45,132.88,0,0.0,8.5,6,0
24.28,120.56,30.36,120.14,1,41.17607351867711,9.097081138408894,6,0
30.36,120.14,24.28,120.56,1,41.17607351867711,9.097081138408894,6,0
34.33,127.16,45.0,153.4,0,40.33,8.64,12,0
45.0,153.4,34.33,127.16,0,40.33,8.64,12,0
5.0,69.76,35.7,120.2,0,83.5,9.82,0,0
35.7,120.2,5.0,69.76,0,83.5,9.82,0,0
3.66,84.61,54.58397604705931,142.48236786150954,0,47.05138607172712,8.583527572213663,6,0
54.58397604705931,142.48236786150954,3.66,84.61,0,47.05138607172712,8.583527572213663,6,0
0.0,131.25,64.41803951384132,140.07247924546587,0,0.0,16.33,0,0
64.41803951384132,140.07247924546587,0.0,131.25,0,0.0,16.33,0,0
